COPY pytania FROM STDIN DELIMITER ';' NULL 'null';
2587;voluptas autem error ad reiciendis nobis minima iure veniam fugiat pariatur laboriosam qui eius quidem atque totam aperiam porro fugit exercitationem ea nam dicta vero deleniti tempora explicabo quasi omnis possimus sapiente enim ab dolorum nemo deserunt harum corporis quisquam dolorem laborum libero cumque quia vel nesciunt;harum;7
2588;doloremque in reiciendis earum ullam deleniti mollitia cupiditate quam eveniet iusto inventore eius nostrum blanditiis eum eligendi corporis quos quidem qui molestiae nam perspiciatis exercitationem tempore ut illum temporibus atque voluptatem quod quas;earum;9
2589;sint officiis deserunt nobis incidunt qui perferendis provident dicta dolorum similique esse voluptatem ut ad quod ipsa vel error ullam corporis suscipit eveniet vero enim tempora sequi magni fuga sit;eveniet;6
2590;asperiores consectetur corrupti rem similique id quos itaque eligendi perferendis error officia veniam nostrum reprehenderit ex quasi nisi eaque harum consequuntur quidem optio eos molestias dolor tenetur facere ea sit veritatis distinctio placeat dolores porro;accusamus;10
2591;voluptatum obcaecati enim adipisci dolores mollitia maiores nemo dignissimos atque laboriosam at iste unde explicabo porro pariatur facilis fugit autem maxime libero nisi voluptas accusamus esse distinctio quas corporis quidem quod corrupti vitae quis aperiam eum suscipit vero repellendus quae nam officia sequi;porro;8
2592;iste dicta optio cum nulla alias repudiandae porro quod hic nemo soluta quo placeat saepe harum consequatur natus voluptates atque ipsam obcaecati neque fugit odit ab eligendi maiores nobis nisi repellendus reiciendis rerum sit dignissimos reprehenderit laboriosam perspiciatis exercitationem molestiae laborum nesciunt impedit tenetur at error;temporibus;3
2593;aut saepe eos libero placeat amet consectetur doloremque atque necessitatibus eveniet numquam praesentium vero illo quis adipisci incidunt dignissimos voluptates fugit cupiditate tempora iure repellendus voluptate reprehenderit non aliquam modi impedit eius commodi rem soluta quos totam possimus nisi beatae temporibus quod recusandae;cupiditate;7
2594;doloribus vero dolores voluptates dolore consectetur voluptatibus obcaecati dolorum sequi aperiam vel possimus animi modi dicta quisquam temporibus labore similique cupiditate nulla rerum mollitia quos architecto totam porro quam placeat iusto ullam repellendus iste veniam nesciunt;quibusdam;7
2595;et ut sint dolorum quisquam illo ducimus iusto aspernatur autem dolor officiis voluptas perspiciatis saepe non id similique aut eos tempore numquam reprehenderit reiciendis voluptates accusamus fugiat unde omnis quia sequi accusantium labore illum debitis harum enim dolores deserunt atque dicta possimus nam nihil dignissimos;deleniti;6
2596;laudantium sint minus tenetur tempore in adipisci quis quibusdam aut minima commodi sequi temporibus ducimus sit provident earum error molestias amet maiores cupiditate perspiciatis quidem est at cumque aliquid magni magnam ad consequatur sunt quos quas aperiam mollitia accusamus facere fugit debitis voluptates accusantium vero eius;magni;0
2597;excepturi quod dolor ab nemo laudantium facere id quisquam ea voluptates deserunt molestiae commodi dicta cum recusandae repudiandae reprehenderit et molestias perspiciatis aliquam quam rem perferendis magni architecto harum error nihil hic atque corporis placeat nobis voluptatem tempora iste sit ipsa beatae eos;harum;5
2598;ad amet excepturi labore enim incidunt voluptatum exercitationem quo neque iusto libero esse quidem non earum voluptatem impedit et vitae vero quisquam dolore perspiciatis dolorum doloremque fuga eveniet sit facere fugit quasi adipisci;voluptatem;5
2599;unde fuga amet aspernatur eos numquam suscipit asperiores aliquid mollitia aperiam facere accusamus consequatur recusandae possimus vel quis expedita porro placeat ea dolore qui sint quia quidem ad quod quasi;atque;6
2600;iure fuga eum nostrum rerum excepturi saepe nesciunt itaque nobis consectetur deleniti eaque error eveniet quae minima ducimus in fugiat neque placeat iste porro quas ut totam molestiae ratione at est cupiditate suscipit sit tempore id quibusdam dicta fugit commodi deserunt aspernatur;dolore;10
2601;quasi obcaecati ipsa quidem ducimus distinctio tenetur animi ea accusantium dolorem in voluptatem beatae delectus vero minus magnam atque esse perferendis temporibus fugit nesciunt illum omnis sequi earum repudiandae accusamus non repellat consequuntur sit consequatur inventore nihil voluptates velit unde eveniet optio tempore molestiae nulla recusandae eius officia;velit;0
2602;magnam officiis modi quod culpa ipsa fuga nesciunt cumque voluptatibus iusto eum quibusdam animi obcaecati corrupti saepe exercitationem ea repudiandae facere expedita assumenda nemo blanditiis a harum maiores fugit ex at suscipit hic facilis itaque architecto ullam quaerat aut nihil distinctio doloribus voluptates qui asperiores adipisci placeat debitis;obcaecati;6
2603;cumque accusamus voluptatibus iusto ratione officiis facilis nam ea beatae adipisci nostrum sequi architecto eum quidem quos repudiandae id repellat corrupti tenetur fuga dolore et neque explicabo debitis quod nulla sit veniam blanditiis unde vero est reiciendis minus praesentium possimus deserunt cupiditate ab aut;exercitationem;5
2604;delectus eveniet iusto consequatur voluptate itaque esse molestiae deserunt provident laudantium voluptas sit excepturi saepe nulla dolorem a illum eaque facilis autem aliquid impedit omnis sint exercitationem similique amet aspernatur in optio ratione ipsum officiis numquam deleniti odit minus modi quo nisi rerum ex cum fugiat earum iure;quam;10
2605;et recusandae earum unde libero ducimus id cum odio pariatur deserunt aliquid incidunt ipsa deleniti molestias cumque fugit nisi error corporis perspiciatis nihil quasi nulla praesentium quibusdam laudantium nesciunt labore alias quod ratione iste consequuntur ipsam placeat aperiam facilis iusto totam soluta;iure;8
2606;ducimus culpa cum necessitatibus eum esse nisi quaerat quis facilis repudiandae voluptas placeat fugiat unde nihil iusto incidunt temporibus aliquid voluptatem aut consequuntur deserunt quae autem est distinctio nulla similique impedit corporis delectus inventore qui debitis tempora at mollitia reprehenderit aspernatur obcaecati aperiam recusandae quisquam voluptatum;dolores;5
2607;recusandae deserunt nisi quibusdam explicabo aperiam commodi ab aliquid repudiandae itaque incidunt hic inventore cupiditate error ipsa qui ipsam dolore numquam iste consequuntur dolorem nihil alias maxime vero natus adipisci reprehenderit magnam placeat dignissimos odit vitae porro atque culpa accusantium impedit tempore iusto obcaecati ipsum corporis;blanditiis;3
2608;nesciunt officiis ipsam fugiat optio ullam quisquam voluptatem minima eaque quod minus laborum similique qui possimus hic at porro voluptate architecto deleniti deserunt ut iste atque necessitatibus aspernatur in rem omnis aut dolorum quam magni quaerat vel asperiores debitis eius inventore enim natus fugit eligendi;amet;9
2609;expedita delectus nihil ab sunt odio eaque dolores vel accusantium beatae porro ea totam et magnam optio voluptas temporibus eligendi inventore architecto in placeat quis id culpa qui aut doloremque maxime;eveniet;2
2610;laboriosam magni molestiae qui repellat molestias odio eligendi quo nulla odit sint ipsa nam rerum minima a iste aperiam adipisci alias reiciendis ex deserunt provident debitis hic id dolorem nobis accusantium earum quasi consequuntur culpa similique quaerat necessitatibus ducimus tempora commodi reprehenderit quod;eum;3
2611;ut ipsa rem enim quo dicta harum iure provident repellendus eius nam iste aperiam aspernatur exercitationem minus officiis rerum mollitia distinctio necessitatibus expedita vero laudantium ea voluptas ducimus voluptatibus dolor modi facere corrupti dignissimos hic aliquid ex quas commodi tenetur accusantium minima adipisci a maiores cupiditate neque;laborum;10
2612;dicta voluptate voluptatum minima eaque minus odio eos deserunt nemo autem quos tenetur accusantium cum consectetur ipsum repellendus fugiat quibusdam dolor iure molestias quod libero voluptas maxime totam veniam numquam iste;quis;4
2613;mollitia dolores eveniet quasi blanditiis officiis ea quis sit vero similique dignissimos exercitationem laboriosam aspernatur fuga voluptate dolore ratione nihil quos quidem excepturi cupiditate dicta consequuntur eos totam reiciendis reprehenderit recusandae fugiat;ipsa;5
2614;qui ut natus nisi delectus rerum explicabo est exercitationem a incidunt ipsa aliquam quidem ad eaque in quasi magnam aliquid repudiandae asperiores vitae molestias dignissimos voluptas dolorum temporibus itaque illum aperiam debitis sed error voluptatibus labore voluptate vero repellat iusto at velit;eos;5
2615;optio cumque dolor minima perferendis aliquid voluptate provident quaerat consequatur sint repellendus numquam ullam quos reprehenderit architecto beatae sapiente modi necessitatibus illum velit quidem totam reiciendis pariatur odio nemo expedita commodi similique ex quod quia iure libero amet quibusdam id molestias;aliquid;0
2616;repellendus saepe eos ipsa accusantium beatae illo repudiandae unde cum cupiditate tempora magnam necessitatibus inventore deserunt earum iusto aperiam quaerat quibusdam perferendis labore nihil obcaecati repellat ratione praesentium quidem mollitia qui minus nostrum explicabo quia optio eaque laboriosam quod vero dolore dolor eius;cum;6
2617;est exercitationem animi magnam earum accusantium veniam ut voluptatem minima praesentium non sequi tempora nostrum nobis accusamus illum voluptatum repellendus perferendis esse distinctio iusto vel temporibus aut enim debitis magni error quibusdam itaque quisquam voluptates cum beatae ab quasi laborum quod;doloribus;9
2618;sapiente veniam ipsum dolorem autem praesentium architecto consectetur non pariatur sequi illo voluptas aliquid magnam beatae ullam aliquam quod reiciendis soluta doloribus maxime quo iure cupiditate eius nemo id corporis facilis exercitationem rerum alias error quaerat nihil molestiae accusamus dicta inventore veritatis velit quis quasi minus minima saepe eaque;ad;7
2619;optio eligendi quasi temporibus tempora perspiciatis ut placeat reprehenderit accusantium sit eveniet consequatur nihil cum ratione iure id rerum voluptas eaque doloremque est esse ipsa ullam quod consectetur dolor error nesciunt a amet odit veniam ex vero voluptatem;quasi;1
2620;obcaecati tenetur quae quisquam similique ullam eligendi temporibus tempora optio molestias quod hic aliquam at repellat possimus voluptas qui exercitationem adipisci a distinctio quos minima neque beatae provident harum nulla officiis architecto vel tempore explicabo est nemo ducimus omnis nobis itaque mollitia perspiciatis voluptatum numquam quas vitae rerum aperiam;omnis;8
2621;nam dolorem aliquam voluptatibus delectus impedit enim esse laboriosam molestiae tempora est reiciendis in sint voluptate excepturi maxime minima eos nisi nobis velit quisquam aliquid quaerat blanditiis iure ex sapiente asperiores;exercitationem;5
2622;quasi mollitia similique eveniet ea laboriosam error sequi delectus a quisquam dolorem unde nam sint suscipit molestias aspernatur esse et facilis perferendis ab id sit animi reprehenderit deserunt praesentium beatae porro nemo vero debitis amet quod pariatur recusandae;tempore;7
2623;cupiditate enim nisi nobis molestiae aperiam in aliquid id similique quae vero beatae fugit explicabo dicta iusto unde ipsam voluptate autem iste quibusdam praesentium cumque vitae ad nulla delectus obcaecati totam ea modi quos;cupiditate;10
2624;odit nobis a officia culpa soluta excepturi earum deserunt dolore mollitia corrupti ducimus provident quisquam saepe fugiat consectetur autem officiis non tempore sunt omnis suscipit voluptatibus quae sapiente ullam rerum fuga sint quis iure eum perferendis;ipsam;10
2625;nam suscipit iusto consequuntur tenetur explicabo itaque cupiditate eligendi magni odio sequi eaque beatae neque fuga aspernatur nulla libero tempora facere officia temporibus in delectus adipisci et ipsa quo dolor placeat quibusdam nihil quaerat nisi;ratione;7
2626;est quaerat hic repellat eligendi fugit omnis explicabo ipsam at mollitia laboriosam delectus repudiandae quae earum ex nam nobis sapiente expedita doloribus in itaque pariatur non vero dignissimos sit voluptate consequuntur dolores provident distinctio molestiae eaque illum vitae;ipsam;5
